0.00063955	250	1563.6	ATRX_064
0.00106741	403	936.847	ATRX_065
0.00232650	863	429.83	ATRX_066
0.00138371	556	722.695	ATRX_067
0.00198673	874	503.34	ATRX_068
0.00120610	475	829.119	ATRX_069
0.00101921	363	981.152	ATRX_070
0.00133001	479	751.874	ATRX_071
0.00202654	891	493.452	ATRX_072
0.00109723	414	911.386	ATRX_073
0.00065730	243	1521.38	ATRX_074
0.00133694	494	747.977	ATRX_075
0.00174851	656	571.916	ATRX_076
0.00127585	486	783.791	ATRX_077
0.00116586	465	857.736	ATRX_078
0.00095770	368	1044.17	ATRX_079
0.00129422	499	772.666	ATRX_080
0.00137120	543	729.288	ATRX_081
0.00151443	606	660.314	ATRX_082
0.00145463	567	687.46	ATRX_083
0.00094830	360	1054.52	ATRX_084
0.00136736	517	731.336	ATRX_085
0.00056682	203	1764.23	ATRX_086
0.00089230	315	1120.7	ATRX_087
0.00156871	576	637.466	ATRX_088
0.00120180	438	832.085	ATRX_089
0.00130494	500	766.319	ATRX_090
0.00229041	881	436.603	ATRX_091
0.00081300	303	1230.01	ATRX_092
0.00116598	442	857.648	ATRX_093
0.00171479	683	583.162	ATRX_094
0.00192818	743	518.624	ATRX_095
0.00116845	427	855.835	ATRX_096
0.00143655	548	696.112	ATRX_097
0.00127260	464	785.793	ATRX_098
0.00125735	488	795.323	ATRX_099
0.00200524	883	498.693	ATRX_100
0.00162688	596	614.673	ATRX_101
0.00141481	544	706.809	ATRX_102
0.00074044	273	1350.55	ATRX_103
0.00172763	626	578.828	ATRX_104
0.00130290	510	767.519	ATRX_105
0.00168870	601	592.171	ATRX_106
0.00052983	209	1887.4	ATRX_107
0.00109417	433	913.935	ATRX_108
0.00183169	718	545.944	ATRX_109
0.00129879	514	769.947	ATRX_110
0.00107243	421	932.462	ATRX_111
0.00156079	578	640.701	ATRX_112
0.00160725	630	622.181	ATRX_113
0.00096725	369	1033.86	ATRX_114
0.00099138	379	1008.69	ATRX_115
0.00100309	389	996.92	ATRX_116
0.00102145	394	979	ATRX_117
0.00171609	667	582.72	ATRX_118
0.00019904	76	5024.12	ATRX_119
0.00127439	492	784.689	ATRX_120
0.00119593	446	836.169	ATRX_121
0.00192190	764	520.318	ATRX_122
0.00017669	59	5659.63	ATRX_123
0.00144421	576	692.42	ATRX_124
0.00098340	375	1016.88	ATRX_125
0.00136294	511	733.708	ATRX_126
0.00098018	401	1020.22	ATRX_127
0.00113616	431	880.158	ATRX_128
0.00165627	620	603.766	ATRX_129
0.00164626	600	607.437	ATRX_130
0.00133840	488	747.161	ATRX_131
0.00060442	219	1654.48	ATRX_132
0.00075736	300	1320.38	ATRX_133
0.00096665	365	1034.5	ATRX_134
0.00124673	448	802.098	ATRX_135
0.00056432	202	1772.04	ATRX_136
0.00131229	502	762.027	ATRX_137
0.00255871	940	390.822	ATRX_138
0.00084811	318	1179.09	ATRX_139
0.00177174	678	564.417	ATRX_140
0.00200770	920	498.082	ATRX_141
0.00099514	367	1004.88	ATRX_142
0.00173695	681	575.722	ATRX_143
0.00187275	678	533.974	ATRX_144
0.00215512	898	464.011	ATRX_145
0.00156211	579	640.16	ATRX_146
0.00049443	198	2022.53	ATRX_147
0.00190816	703	524.065	ATRX_148
0.00188026	697	531.841	ATRX_149
0.00101483	389	985.387	ATRX_150
0.00023530	108	4249.89	ATRX_151
0.00084957	312	1177.07	ATRX_152
0.00193506	726	516.78	ATRX_153
0.00224780	863	444.879	ATRX_154
0.00148076	569	675.329	ATRX_155
0.00175513	661	569.758	ATRX_156
0.00145120	536	689.085	ATRX_157
0.00203942	938	490.335	ATRX_158
0.00196076	844	510.006	ATRX_159
0.00285485	1076	350.281	BRAF_001
0.00144261	565	693.188	BRAF_002
0.00380473	1407	262.831	BRAF_003
0.00130109	474	768.586	BRAF_004
0.00282328	1069	354.198	BRAF_005
0.00137645	515	726.507	BRAF_006
0.00337626	1242	296.186	BRAF_007
0.00208987	901	478.499	BRAF_008
0.00275455	1049	363.036	BRAF_009
0.00253234	984	394.892	BRAF_010
0.00261162	988	382.904	BRAF_011
0.00250447	899	399.286	BRAF_012
0.00210005	817	476.179	BRAF_013
0.00396737	1498	252.056	BRAF_014
0.00148097	499	675.233	BRAF_015
0.00233708	871	427.884	CDKN2A_001
0.00144085	568	694.035	CDKN2A_002
0.00311117	1173	321.422	CDKN2A_003
0.00267396	949	373.977	CDKN2A_004
0.00286433	1029	349.122	CDKN2A_005
0.00097532	368	1025.3	CDKN2A_006
0.00097328	378	1027.45	CDKN2A_007
0.00103392	391	967.193	CDKN2A_008
0.00288568	1070	346.539	CDKN2A_009
0.00262845	943	380.452	CDKN2A_010
0.00181033	661	552.385	CDKN2A_011
0.00141083	525	708.803	CDKN2A_012
0.00276791	1052	361.283	CDKN2A_013
0.00082303	328	1215.02	CDKN2A_014
0.00337315	1221	296.459	CDKN2A_015
0.00260592	1005	383.742	CDKN2A_016
0.00278334	1061	359.281	CDKN2A_017
0.00074297	297	1345.95	CDKN2A_018
0.00127577	486	783.84	CDKN2A_019
0.00094845	369	1054.35	CDKN2A_020
0.00184401	706	542.296	CDKN2A_021
0.00007594	29	13168.3	CDKN2A_022
0.00270439	1083	369.769	CDKN2B_001
0.00102619	394	974.478	CDKN2B_002
0.00115568	420	865.291	CDKN2B_003
0.00214011	919	467.266	CDKN2B_004
0.00197162	860	507.197	CDKN2B_005
0.00222120	842	450.207	CDKN2B_006
0.00091188	352	1096.64	CDKN2B_007
0.00081903	312	1220.96	CDKN2B_008
0.00309091	1171	323.529	CDKN2B_009
0.00219314	936	455.967	CTNNB1_001
0.00090173	347	1108.98	CTNNB1_002
0.00252705	980	395.718	CTNNB1_003
0.00164073	642	609.485	CTNNB1_004
0.00181894	730	549.771	CTNNB1_005
0.00244261	965	409.398	EGFR_001
0.00102674	398	973.956	EGFR_002
0.00175615	660	569.427	EGFR_003
0.00232490	884	430.126	EGFR_004
0.00190333	718	525.395	EGFR_005
0.00158282	584	631.784	EGFR_006
0.00343538	1316	291.089	EGFR_007
0.00304348	1168	328.571	EGFR_008
0.00201835	765	495.454	EGFR_009
0.00430769	1615	232.143	EGFR_010
0.00478250	1855	209.096	EGFR_011
0.00302940	1176	330.098	EGFR_012
0.00377291	1438	265.047	EGFR_013
0.00286762	1075	348.721	EGFR_014
0.00168125	638	594.796	EGFR_015
0.00152053	552	657.665	EGFR_016
0.00405595	1541	246.551	EGFR_017
0.00202207	806	494.543	EGFR_018
0.00329962	1240	303.065	EGFR_019
0.00356901	1338	280.19	EGFR_020
0.00147166	563	679.505	EGFR_021
0.00219656	858	455.257	EGFR_022
0.00307070	1209	325.659	EGFR_023
0.00308110	1192	324.559	EGFR_024
0.00250588	964	399.061	EGFR_025
0.00223931	919	446.566	EGFR_026
0.00143408	571	697.311	EGFR_027
0.00323205	1212	309.401	EGFR_028
0.00375311	1447	266.446	EGFR_029
0.00339575	1334	294.486	EGFR_030
0.00273816	1105	365.209	EGFR_031
0.00348987	1343	286.544	EGFR_032
0.00197256	773	506.955	EGFR_033
0.00431097	1661	231.966	EGFR_034
0.00301480	1125	331.697	EGFR_035
0.00206463	792	484.348	EGFR_036
0.00191414	748	522.428	EGFR_037
0.00311028	1159	321.514	EGFR_038
0.00414454	1584	241.281	EGFR_039
0.00179306	703	557.706	EGFR_040
0.00436657	1624	229.013	EGFR_041
0.00296064	1132	337.765	GNAS_001
0.00214176	890	466.906	GNAS_002
0.00289488	1148	345.437	H3F3A_001
0.00103877	384	962.677	H3F3A_002
0.00131204	509	762.172	H3F3A_003
0.00243559	981	410.578	H3F3B_001
0.00171080	671	584.522	H3F3B_002
0.00388814	1534	257.192	H3F3B_003
0.00132865	504	752.644	H3F3B_004
0.00099445	394	1005.58	HIST1H3B_001
0.00278174	1074	359.487	HIST1H3B_002
0.00240282	966	416.178	HIST1H3B_003
0.00254159	991	393.454	HIST1H3B_004
0.00220081	920	454.378	HIST1H3C_001
0.00165479	618	604.306	HIST1H3C_002
0.00137591	551	726.792	HIST1H3C_003
0.00274630	1025	364.126	HIST1H3C_004
0.00187867	710	532.291	IDH1_001
0.00242553	929	412.281	IDH1_002
0.00286945	1016	348.499	IDH2_001
0.00173056	648	577.848	IDH2_002
0.00321063	1226	311.465	IDH2_003
0.00268428	979	372.539	KRAS_001
0.00195876	775	510.527	KRAS_002
0.00141348	535	707.474	KRAS_003
0.00216843	951	461.163	KRAS_004
0.00299451	1099	333.944	KRAS_005
0.00133738	497	747.731	KRAS_006
0.00095577	355	1046.28	KRAS_007
0.00238969	917	418.464	KRAS_008
0.00189246	708	528.413	KRAS_009
0.00161945	641	617.494	KRAS_010
0.00209177	915	478.064	PDGFRA_001
0.00277755	1014	360.03	PDGFRA_002
